Link,Author Keywords,EID
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976779342&doi=10.1145%2f322217.322225&partnerID=40&md5=72e7399addd02adc2d885a01c2b74e8e","polynomml algonthms; polynommls; probabdtsuc algorithms",2-s2.0-84976779342
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042398793&doi=10.1016%2fj.patrec.2018.02.010&partnerID=40&md5=597124c11e4a26bd38c4fb90e928b3cc","Activity recognition; Deep learning; Pattern recognition; Pervasive computing",2-s2.0-85042398793
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044336501&doi=10.1016%2fj.knosys.2018.03.022&partnerID=40&md5=bd0dc0992fede9c0ab520f1b781571f8","Graph embedding applications; Graph embedding techniques; Python graph embedding methods GEM library",2-s2.0-85044336501
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0346054710&doi=10.1016%2fS0165-0114%2898%2900271-1&partnerID=40&md5=242752ef41bfb1856a9a518925375901","Fuzzy set; Multicriteria fuzzy decision making; Truth-membership function; Vague set",2-s2.0-0346054710
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750512945&doi=10.1016%2fj.patcog.2006.07.011&partnerID=40&md5=a78977df09b6dc0344f02f115c308c99","Enhanced fuzzy c-means clustering; Fast clustering; Fuzzy c-means clustering (FCM); Gray constraints; Image segmentation; Robustness; Spatial constraints",2-s2.0-33750512945
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077303439&doi=10.1080%2f21642583.2019.1708830&partnerID=40&md5=f4187e4225ac7d523939cceca471aa55","convergence speed; sparrow search algorithm; stability and robustness; Swarm optimization",2-s2.0-85077303439
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951954464&partnerID=40&md5=753b096e4a1a109ebf646f4987c37772","Crowdsourcing; Multiple annotators; Multiple experts; Multiple teachers",2-s2.0-77951954464
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029388810&doi=10.1016%2f0004-3702%2895%2900022-4&partnerID=40&md5=75690f3be455d51edbcec3acb6c33f74","Correlation; Epipolar geometry; Fundamental matrix; Least Median of Squares (LMedS); Relaxation; Robust matching",2-s2.0-0029388810
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34248875622&doi=10.1016%2f0364-0213%2888%2990008-0&partnerID=40&md5=504df2bd334400d79cde2b6f9c9a81ab",,2-s2.0-34248875622
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-27844439373&partnerID=40&md5=388a1b8f7f3f05c28baf6029f44e4f3c",,2-s2.0-27844439373
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000123778&doi=10.1023%2fA%3a1022628806385&partnerID=40&md5=ffc2bd7ee7fb5fb23fcf7835c6cc807e","connectionist networks; planning; Reinforcement learning; teaching",2-s2.0-0000123778
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747992562&doi=10.1016%2f0167-8655%2890%2990042-Z&partnerID=40&md5=72a61a8fb1236236f9370e2d4f83023a","Curve detection; global feature extraction; Hough transform; random mapping",2-s2.0-33747992562
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001343230&doi=10.1016%2f0010-0285%2882%2990008-1&partnerID=40&md5=910f38e47f5f9a1e5d036b038d9b6234",,2-s2.0-0001343230
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031074857&doi=10.1016%2fs0004-3702%2896%2900047-1&partnerID=40&md5=d60e529c12f0bb1c4f63d318065ba40d","General purpose planning; Graph algorithms; Planning graph analysis; STRIPS planning",2-s2.0-0031074857
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076556898&doi=10.1016%2fj.knosys.2019.105190&partnerID=40&md5=bde7dea7d9bb18dc4b8571b73890b8bd","Genetic algorithm; Metaheuristic; Optimization; Particle Swarm Optimization; Physics-based",2-s2.0-85076556898
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-29344474528&partnerID=40&md5=997c579de4bbaa34638a3f23bcf13557",,2-s2.0-29344474528
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031998121&doi=10.1023%2fa%3a1007452223027&partnerID=40&md5=1cb4e1caffe5e6b3e156cfd97454c499","Classification; Inductive learning; Methodology; Radar images",2-s2.0-0031998121
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024641589&doi=10.1145%2f62044.62050&partnerID=40&md5=4fd30edab4a5efdbab250cfc27481560",,2-s2.0-0024641589
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871690913&doi=10.1109%2fICRA.2011.5979561&partnerID=40&md5=fd82d49230fce79bcaa9d5cfa16bafe2",,2-s2.0-84871690913
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77958488310&doi=10.1109%2fMCI.2010.938364&partnerID=40&md5=0d905ddf94f6cd21720b5c202ee5a148",,2-s2.0-77958488310
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000844603&doi=10.1145%2f502090.502098&partnerID=40&md5=af0b8940b24b5ed6b0db20c265efe81b","Inapproximability; Linear equations; Max-sat; NP-hard optimization problems; Probabilistically checkable proofs",2-s2.0-0000844603
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021974161&doi=10.1145%2f2455.2460&partnerID=40&md5=445b465aeb6a2afe5dbbf7653b6a1876",,2-s2.0-0021974161
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026219884&partnerID=40&md5=2e22eb49e63551e845d65cb28ce1fecd",,2-s2.0-0026219884
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349808366&doi=10.1111%2fj.1756-8765.2008.01006.x&partnerID=40&md5=4e11f80b0ee5f61b2a11680c60573a85","Decision-making; Heuristics; Induction; Inferences; Rationality; Uncertainity",2-s2.0-70349808366
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979920226&partnerID=40&md5=3d63122c5ae5d4bca8d40282fb56895d","Conic programming; Convex optimization; Convexity verification; Domain-specific languages; Python",2-s2.0-84979920226
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946923238&doi=10.1109%2fTAMD.2015.2431497&partnerID=40&md5=9a04550583cdc44d85c30f343e481ac4","Brain models; Electrodes; Electroencephalography; Emotion recognition; Entropy; Feature extraction",2-s2.0-84946923238
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979924151&partnerID=40&md5=b190f6d19d8e2d11d7aa12d4e081bc13","Convolutional neural networks; Matching cost; Similarity learning; Stereo; Supervised learning",2-s2.0-84979924151
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880692052&partnerID=40&md5=e55aa6321eb483d4e418364af141a02a",,2-s2.0-84880692052
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982307708&doi=10.1177%2f0278364915620033&partnerID=40&md5=1e591fb9260f247ddaadae8d6a72630b","Dataset; ground truth; MAV; visual-inertial",2-s2.0-84982307708
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945708920&doi=10.1145%2f321510.321519&partnerID=40&md5=275823e143f44fe8ca5da72982774e1f",,2-s2.0-84945708920
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017013056&doi=10.1145%2f321978.321991&partnerID=40&md5=c10ce1406cd084748d88f75dd2679d2f",,2-s2.0-0017013056
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925450955&doi=10.1007%2f978-3-319-05029-4_7&partnerID=40&md5=fa2a0082bdff64e2cf05ca306e7bdf95",,2-s2.0-84925450955
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-44049116478&doi=10.1016%2f0364-0213%2892%2990036-T&partnerID=40&md5=0e8e01486aa8cbe5c116ba71264c0253",,2-s2.0-44049116478
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-44049114641&doi=10.1016%2f0010-0285%2892%2990013-R&partnerID=40&md5=acbd1ae964ce29acea81a3f01ae9d1f6",,2-s2.0-44049114641
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032136585&doi=10.1023%2fA%3a1006504901164&partnerID=40&md5=7ddc4df7a0b0a7dad34c1e546e2d605d","Continuous search spaces; Genetic algorithms; Real coding",2-s2.0-0032136585
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0016973661&doi=10.1016%2f0031-3203%2876%2990014-5&partnerID=40&md5=687aab5520b6d2417e953a543e3cf874","Karhunen-Loève expansion; Model fitting; Pattern recognition; Principal components",2-s2.0-0016973661
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001899045&doi=10.1613%2fjair.346&partnerID=40&md5=732111059cc8bf6762639432f1c16497",,2-s2.0-0001899045
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152198941&partnerID=40&md5=b9124e24e06702c8411a480bb1878e51",,2-s2.0-85152198941
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022128575&doi=10.1177%2f027836498500400301&partnerID=40&md5=fd1cac30f38101c30080b2c5a9749ecd",,2-s2.0-0022128575
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-21244500957&doi=10.1007%2fs10994-005-0466-3&partnerID=40&md5=5696f21e3e0f3c70ba8c85f0a0666b85","Classification; Logistic regression; Model trees",2-s2.0-21244500957
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030304241&partnerID=40&md5=7ec77f863cfb06098b6914d288ef3285",,2-s2.0-0030304241
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-37249045119&doi=10.1016%2f0364-0213%2889%2990008-6&partnerID=40&md5=5c57f79413d18e9dcdb7bce22d3b8913",,2-s2.0-37249045119
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928013181&doi=10.1177%2f0278364914549607&partnerID=40&md5=ab82a82bea10869f8b5425fcdc4f8330","3D feature learning; Baxter; deep learning; PR2; RGB-D multi-modal data; Robotic grasping",2-s2.0-84928013181
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748902346&doi=10.1016%2fS0364-0213%2885%2980014-8&partnerID=40&md5=fbfffd785acbe16c6f9349f0099d3cf6",,2-s2.0-33748902346
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090807979&partnerID=40&md5=aada5694859562add4e3487304439695",,2-s2.0-85090807979
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030674885&doi=10.1023%2fA%3a1008855018923&partnerID=40&md5=3b736a1e0661f54cc838a0bf28035e06","Artificial intelligence; Cooperative robotics; Distributed robotics; Mobile robots; Multiagent systems; Swarm intelligence",2-s2.0-0030674885
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745174860&partnerID=40&md5=93784fdaa267f35c561a576c66aad9ff","Adaptive neighborhood regression; Quantile regression; Random forests",2-s2.0-33745174860
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001837208&doi=10.1016%2f0010-0285%2877%2990005-6&partnerID=40&md5=78d7435d3973fb71e370e0ce0bb76bb7",,2-s2.0-0001837208
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-2442558733&doi=10.1016%2f0165-0114%2892%2990223-Q&partnerID=40&md5=52066ee65e26560595cbf34ab79f60b1","index of optimism; integral value; Ranking fuzzy numbers",2-s2.0-2442558733
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001968167&doi=10.1016%2f0010-0285%2878%2990018-X&partnerID=40&md5=866e83476df2a9d70fe2f53614cb9c14",,2-s2.0-0001968167
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023313631&doi=10.1016%2f0004-3702%2887%2990070-1&partnerID=40&md5=4a2d8564856f33f0417de211d3ca4afe",,2-s2.0-0023313631
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-5244352553&doi=10.1016%2fS0364-0213%2887%2980025-3&partnerID=40&md5=a87d6c57f60f209d5cc89d6725722a61",,2-s2.0-5244352553
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032201622&doi=10.1145%2f293347.293350&partnerID=40&md5=308ce45beaf9c2ba499c5909516255f4",,2-s2.0-0032201622
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031247152&doi=10.1023%2fA%3a1008814708459&partnerID=40&md5=b8b592db1c2276a984da3e33e7a740f5","Autonomous robotics; Collective behavior; Cooperative mobile robotics; Formation control; Moving in formation; Virtual structures",2-s2.0-0031247152
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745967023&doi=10.1109%2fIJCNN.2005.1555942&partnerID=40&md5=580a04c2dd0d808087bb56f0c6090a1a",,2-s2.0-33745967023
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035283313&doi=10.1023%2fA%3a1007601015854&partnerID=40&md5=28fd1faf12e20d7932c9fa44d3ff0ec4",,2-s2.0-0035283313
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0018729995&doi=10.1016%2f0031-3203%2881%2990028-5&partnerID=40&md5=ddb3598c97534ee86ea61be4b8b4125d","Boundary formation; Clustering; Edge detection; Gradient operator; Region extraction; Segmentation; Thresholding",2-s2.0-0018729995
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030974623&doi=10.1109%2fIJCNN.2017.7966039&partnerID=40&md5=cab57474fadd5582299f8066e0e53c02",,2-s2.0-85030974623
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028748949&doi=10.1016%2f0893-6080%2894%2990091-4&partnerID=40&md5=8bbb4bc988c9e811fa0d0bc85da13c8a","Clustering; Data visualization; Feature map; Incremental learning; Pattern classification; Radial basis function; Self-organization; Two-spiral problem",2-s2.0-0028748949
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79551587563&doi=10.1016%2fj.pragma.2010.07.035&partnerID=40&md5=921b9e4785807b7345a26375a78b3a0e","Chinese; Multilingual practices; Social space; Translanguaging; Youth",2-s2.0-79551587563
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-67449128732&doi=10.1016%2fj.ijar.2008.11.006&partnerID=40&md5=47fe4cb6d2c0a36b1b7e83e28bd0b29a","Graphical models; Information retrieval; Unsupervised learning",2-s2.0-67449128732
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030128299&doi=10.1016%2f0031-3203%2895%2900118-2&partnerID=40&md5=4186d3a3b6dfa2a3849e49002bc27483","Character representation; Feature extraction; Invariance; Optical character recognition; Reconstructability",2-s2.0-0030128299
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035616724&doi=10.1023%2fA%3a1016639210559&partnerID=40&md5=07523f68ad16516065c9d814fe122ea3","Cell decompositions; Coverage; Mobile robots",2-s2.0-0035616724
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875259751&doi=10.1002%2fint.21584&partnerID=40&md5=ac3ec65974f8abb5aee2aafb87d9e453",,2-s2.0-84875259751
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-38149147511&doi=10.1016%2f0165-0114%2893%2990355-L&partnerID=40&md5=920b34bcb3f9deddee7b6d68eff297b7","enrollments; forecasting; Fuzzy time series; memberships",2-s2.0-38149147511
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846131955&doi=10.1109%2fROBOT.2005.1570447&partnerID=40&md5=7fb8965fe15f45b2662e0f331ede7d19","Backstepping; Nonlinear control; Quadrotor architecture; Sliding-mode; VTOL control",2-s2.0-33846131955
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024767488&doi=10.1016%2f0004-3702%2889%2990077-5&partnerID=40&md5=f0a288e56a8daf24add95b62b10b5e49",,2-s2.0-0024767488
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953685181&doi=10.1609%2faimag.v31i3.2303&partnerID=40&md5=6f1e0cd30bada8ec5b6e881b2b30343c",,2-s2.0-79953685181
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020743322&doi=10.1016%2f0010-0285%2883%2990009-9&partnerID=40&md5=eb9716b6e47a503c6902aa04dc570ae7",,2-s2.0-0020743322
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957981823&doi=10.1007%2f978-3-642-19457-3_1&partnerID=40&md5=665f21307fdfe3c245e9bef99e6dae56",,2-s2.0-79957981823
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0016495233&doi=10.1145%2f321879.321884&partnerID=40&md5=b7a9320ebe62dc81bb3cb53bf7703575","algorithm; complexity; eqmvalence; partition; set umon; tree",2-s2.0-0016495233
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957599502&partnerID=40&md5=b796866fd5d01ade8c15305e52a9e27a",,2-s2.0-77957599502
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026903014&doi=10.1007%2fBF00127169&partnerID=40&md5=3cd7235617ba9f73ac8176f5323ee7cd",,2-s2.0-0026903014
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-56349090127&doi=10.1109%2fIJCNN.2008.4634130&partnerID=40&md5=b6a886b233ce9ba1468241b210d88fcd",,2-s2.0-56349090127
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032037689&doi=10.1207%2fs15516709cog2202_1&partnerID=40&md5=b6fbeeffa21552a61a8c3a7ea9fca37b",,2-s2.0-0032037689
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000173897&doi=10.1016%2f0165-0114%2893%2990372-O&partnerID=40&md5=fff5344ec25ff1d873475acd0850c49b","forecasting; fuzzy conditional statements; fuzzy relational equations; fuzzy sets; Fuzzy time series; linguistic values; linguistic variables; models",2-s2.0-0000173897
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0009445756&doi=10.1016%2f0364-0213%2890%2990024-Q&partnerID=40&md5=134850cd825bfad2bf8872c7cf5ac104",,2-s2.0-0009445756
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870458934&doi=10.1016%2fj.neunet.2012.09.018&partnerID=40&md5=6f8283efbb01fc95731beeabea4afaed","Brain map; Data analysis; Self-organizing map; Similarity; SOM; Vector quantization",2-s2.0-84870458934
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031168547&doi=10.1023%2fA%3a1007369909943&partnerID=40&md5=dd1c921c26773209eb1feb803b59adeb","Information filtering; Intelligent agents; Multistrategy learning; User profiles; World Wide Web",2-s2.0-0031168547
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034242540&doi=10.1006%2fcogp.1999.0735&partnerID=40&md5=54690f3ea80c71549c702d0ef702fe34",,2-s2.0-0034242540
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976772007&doi=10.1145%2f322217.322232&partnerID=40&md5=0d453baf718282b818a14e0d0ba1f241","automaton; binary addmon; clrcmt; combinational complexity; depth; fanout; parallehsm; size; transducer",2-s2.0-84976772007
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863403768&partnerID=40&md5=40bf62f9b175be25ba88410ea4584e9d","Conditional likelihood; Feature selection; Mutual information",2-s2.0-84863403768
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-41549101939&partnerID=40&md5=1e096a41db37dd8be73db249ae09aa56","Binary data; Convex optimization; Gaussian graphical model; Maximum likelihood estimation; Model selection",2-s2.0-41549101939
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84996482260&partnerID=40&md5=8d3c24361d78bc164b95b5161640ef92",,2-s2.0-84996482260
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019213414&doi=10.1016%2f0031-3203%2880%2990066-7&partnerID=40&md5=d6b4bc565bc8efe1b3284ca517f9d110","Algorithms; Computational perception; Delaunay triangulation; Dot patterns; Geometric complexity Geometric probability; Minimal spanning tree; Pattern recognition; Relative neighbourhood graph; Triangulations",2-s2.0-0019213414
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031912944&doi=10.24963%2fijcai.2017%2f239&partnerID=40&md5=7873d0093ff60041f3534203bdeb7407",,2-s2.0-85031912944
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001073047&doi=10.1016%2f0165-0114%2895%2900220-0&partnerID=40&md5=788e0e99c92fd3341c82f9530ba12add","Enrollments; Forecasting; Fuzzy set; Fuzzy time series; Linguistic value; Linguistic variable",2-s2.0-0001073047
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037410595&doi=10.1016%2fS0167-8655%2802%2900402-6&partnerID=40&md5=2ed4210fd1fbf8d5390460afbb728187","Cover image; Data hiding; Security; Steganography; Stego-image",2-s2.0-0037410595
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002278788&doi=10.1613%2fjair.639&partnerID=40&md5=89b8de3e7c58dca1a61b43d4fffb7a87",,2-s2.0-0002278788
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068557085&partnerID=40&md5=db45883f397de99b2a07e8ae5844406d","AutoDL; AutoML; Neural Architecture Search; Performance Estimation Strategy; Search Space Design; Search Strategy",2-s2.0-85068557085
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029779101&doi=10.1177%2f0278364917710318&partnerID=40&md5=65049e6d77dbd8269e5b1b0bfd0a63df","deep learning; neural networks; Robotics",2-s2.0-85029779101
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-56449092085&partnerID=40&md5=316538182449b38d75eef55a10a30c32",,2-s2.0-56449092085
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-17444367737&doi=10.1007%2fs11263-005-6644-8&partnerID=40&md5=7e55d1226b775b63198be04c6dffb1bb","Boosting; Human sensing; Pedestrian detection; Tracking",2-s2.0-17444367737
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035358181&doi=10.1023%2fA%3a1011174803800&partnerID=40&md5=9287c6a196507ef4b9995e853a65748d","Cue integration; Grouping; Normalized cut; Segmentation; Texton; Texture",2-s2.0-0035358181
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000128591&doi=10.1016%2f0364-0213%2894%2990007-8&partnerID=40&md5=538b0eecb973b500e44b85deee713f0d",,2-s2.0-0000128591
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-44449142496&doi=10.1613%2fjair.2502&partnerID=40&md5=fad051b178417eac7b513954f8f824ae",,2-s2.0-44449142496
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-14044268098&doi=10.1207%2fs15516709cog2901_3&partnerID=40&md5=8fa2b1b01b69f28bfad2e36b06732863","Growing network models; Semantic networks; Semantic representation; Small worlds",2-s2.0-14044268098
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030216623&doi=10.1016%2f0031-3203%2895%2900169-7&partnerID=40&md5=96a93884a1ee7bb903d12e5b54ed1661","Algorithm comparison; Analytical and empirical study; Criteria function; Image analysis; Image quality measure; Image segmentation; Method characterization; Performance assessment; Segmentation evaluation",2-s2.0-0030216623
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038368335&doi=10.1162%2f153244302760200704&partnerID=40&md5=689730974ce21b12951bffea6d801985",,2-s2.0-0038368335
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944355103&doi=10.1016%2fj.knosys.2015.06.015&partnerID=40&md5=07e41c9e52589c04f8db935a8fac695b","Lexica creation; Machine learning; Micro blog; Ontology; Opinion mining; Sentiment analysis; Social media",2-s2.0-84944355103
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80055043441&doi=10.1007%2f978-1-84882-983-1_15&partnerID=40&md5=6572a9e960a69fe750a1564b02fb8dea",,2-s2.0-80055043441
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020013048&doi=10.1016%2f0010-0285%2882%2990006-8&partnerID=40&md5=33a49c9fe7c35721a9fa0b1511a485c5",,2-s2.0-0020013048
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644978280&doi=10.1109%2fMCI.2006.1597059&partnerID=40&md5=5e2eb66cd7d9d7e150ad232dd26f01e0","Evolutionary multiobjective optimization",2-s2.0-33644978280
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029388540&doi=10.1016%2f0004-3702%2895%2900025-9&partnerID=40&md5=e49099dfe1575ae30d21505307ae677c",,2-s2.0-0029388540
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020196720&doi=10.1016%2f0010-0285%2882%2990019-6&partnerID=40&md5=62ec087d73e9d2160aa632d02f6c9d1c",,2-s2.0-0020196720
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021577685&doi=10.1016%2f0004-3702%2884%2990037-7&partnerID=40&md5=633f01227f2cfca2cbca61016094dbe1",,2-s2.0-0021577685
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990048974&partnerID=40&md5=6b25eb8b275dddaaa265937e9b39b1ab",,2-s2.0-84990048974
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022659563&doi=10.1016%2f0004-3702%2886%2990031-7&partnerID=40&md5=bc221a00a88abc26c2bf0ebef55c88eb",,2-s2.0-0022659563
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036932094&partnerID=40&md5=b31da7e3594c307e6c2ae1c37b6e9534",,2-s2.0-0036932094
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042091196&doi=10.1017%2fS0269888903000651&partnerID=40&md5=10517698734bd6fa623f501ee41b0ae0",,2-s2.0-0042091196
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023165592&doi=10.1016%2f0165-0114%2887%2990148-5&partnerID=40&md5=d8e4443f72ca06111763f61b1c8ed4aa","Approximate reasoning; Fuzzy inference; Fuzzy sets; Inference methods; Interval-valued fuzzy sets; Linguistic descriptions; Verbal decision procedures",2-s2.0-0023165592
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-26444601262&doi=10.1007%2fs10458-005-2631-2&partnerID=40&md5=bdd54567a25dd4a65d5cfb247c8c3758","Cooperation; Machine learning; Multi-agent learning; Multi-agent systems; Survey",2-s2.0-26444601262
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028006260&doi=10.1109%2fICRA.2017.7989381&partnerID=40&md5=75f6be8358bad5569ef4e1a2a6bf2276",,2-s2.0-85028006260
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022140702&doi=10.1016%2f0010-0285%2885%2990014-3&partnerID=40&md5=13f438810c1aae10df4680c3fdec3147",,2-s2.0-0022140702
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001571109&doi=10.1016%2f0010-0285%2885%2990010-6&partnerID=40&md5=76bd5543781dd1f43fe4dae2a4cab4c5",,2-s2.0-0001571109
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994105996&doi=10.1089%2fsoro.2013.0001&partnerID=40&md5=52d4a67e1d554f62772e9bc6ce0c5b14",,2-s2.0-84994105996
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042967741&doi=10.1162%2f153244303321897717&partnerID=40&md5=e37bb8499d3339fbe93b7919d5d226fd",,2-s2.0-0042967741
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-46149128342&doi=10.1016%2f0004-3702%2886%2990073-1&partnerID=40&md5=3dcd1f055b4282251bc2510b47918ae8",,2-s2.0-46149128342
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041966002&doi=10.1162%2f153244303321897663&partnerID=40&md5=ee0eebd664c500adb87370ab313475c6","Bandit Problem; Exploitation-Exploration; Linear Value Function; Online Learning; Reinforcement Learning",2-s2.0-0041966002
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036498107&doi=10.1016%2fS0165-0114%2801%2900032-X&partnerID=40&md5=a8ce58e5d864b8274ae0ebf0983e7dca","Fuzzy implicator; Fuzzy rough set; Fuzzy set theory; Rough set theory",2-s2.0-0036498107
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032074719&doi=10.1016%2fs0004-3702%2898%2900045-9&partnerID=40&md5=16d0ffc1556e455a07d954051cba06d6","Coalition formation; Multi-agent cooperation; Task allocation",2-s2.0-0032074719
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862273266&partnerID=40&md5=ecec4e2d7e0669468eea4542e40e42d4",,2-s2.0-84862273266
